item	cash	token0	token1	token2	token3	token4	class	script	note
item_cs_dna_quenker	1								
item_cs_dna_reptilian_flyer	1								
item_cs_dna_roba	1								
item_cs_dna_rock_mite	1								
item_cs_dna_ronto	1								
item_cs_dna_salt_mynock	1								
item_cs_dna_sharnaff	1								
item_cs_dna_shaupaut	1								
item_cs_dna_shear_mite	1								
item_cs_dna_skreeg	1								
item_cs_dna_snorbal	1								
item_cs_dna_spined_puc	1								
item_cs_dna_squall	1								
item_cs_dna_squill	1								
item_cs_dna_stintaril	1								
item_cs_dna_swirl_prong	1								
item_cs_dna_tanc_mite	1								
item_cs_dna_thune	1								
item_cs_dna_torton	1								
item_cs_dna_tulrus	1								
item_cs_dna_tusk_cat	1								
item_cs_dna_tybis	1								
item_cs_dna_varactyl	1								
item_cs_dna_veermok	1								
item_cs_dna_verne	1								
item_cs_dna_vesp	1								
item_cs_dna_vir_vur	1								
item_cs_dna_voritor_lizard	1								
item_cs_dna_vynock	1								
item_cs_dna_womp_rat	1								
item_cs_dna_woolamander	1								
item_cs_dna_worrt	1								
item_cs_dna_zucca_boar	1								
item_dna_mouf	1								
item_dna_minstyngar	1								
item_dna_uller	1								
item_dna_webweaver	1								
item_dna_nerf	1								
item_dna_kittle	1								
item_dna_walluga	1								
item_dna_worm	1								
item_wampa_dna	1								
item_tauntaun_dna	1								
item_cs_dna_mutated_narglatch	1								
item_cs_dna_nexu	1								
item_cs_dna_reek	1								
item_cs_dna_hawk_bat	1								
item_monkey_lizard_dna	1								
item_beast_holocron_04_01	1								
item_beast_holocron_04_02	1								
item_beast_holocron_04_03	1								
item_beast_holocron_04_04	1								
item_beast_holocron_04_05	1								
item_beast_holocron_04_06	1								
item_beast_holocron_04_07	1								
item_beast_holocron_04_08	1								
item_beast_holocron_04_09	1								
item_beast_holocron_04_10	1								
item_cs_beast_holocron_bm_charge_1	1								
item_cs_beast_holocron_bm_charge_2	1								
item_cs_beast_holocron_bm_charge_3	1								
item_cs_beast_holocron_bm_charge_4	1								
item_cs_beast_holocron_bm_charge_5	1								
item_cs_beast_holocron_bm_trample	1								
item_cs_beast_holocron_bm_bite_1	1								
item_cs_beast_holocron_bm_bite_2	1								
item_cs_beast_holocron_bm_bite_3	1								
item_cs_beast_holocron_bm_bite_4	1								
item_cs_beast_holocron_bm_bite_5	1								
item_cs_beast_holocron_bm_puncture_1	1								
item_cs_beast_holocron_bm_puncture_2	1								
item_cs_beast_holocron_bm_puncture_3	1								
item_cs_beast_holocron_bm_siphon_1	1								
item_cs_beast_holocron_bm_siphon_2	1								
item_cs_beast_holocron_bm_siphon_3	1								
item_cs_beast_holocron_bm_siphon_master	1								
item_cs_beast_holocron_bm_hamstring_1	1								
item_cs_beast_holocron_bm_hamstring_2	1								
item_cs_beast_holocron_bm_hamstring_3	1								
item_cs_beast_holocron_bm_hamstring_4	1								
item_cs_beast_holocron_bm_hamstring_5	1								
item_cs_beast_holocron_bm_claw_1	1								
item_cs_beast_holocron_bm_claw_2	1								
item_cs_beast_holocron_bm_claw_3	1								
item_cs_beast_holocron_bm_claw_4	1								
item_cs_beast_holocron_bm_claw_5	1								
item_cs_beast_holocron_bm_slash_1	1								
item_cs_beast_holocron_bm_slash_2	1								
item_cs_beast_holocron_bm_slash_3	1								
item_cs_beast_holocron_bm_slash_4	1								
item_cs_beast_holocron_bm_slash_5	1								
item_cs_beast_holocron_bm_flank_1	1								
item_cs_beast_holocron_bm_flank_2	1								
item_cs_beast_holocron_bm_flank_3	1								
item_cs_beast_holocron_bm_bolster_armor_1	1								
item_cs_beast_holocron_bm_bolster_armor_2	1								
item_cs_beast_holocron_bm_bolster_armor_3	1								
item_cs_beast_holocron_bm_bolster_armor_4	1								
item_cs_beast_holocron_bm_bolster_armor_5	1								
item_cs_beast_holocron_bm_dampen_pain_1	1								
item_cs_beast_holocron_bm_dampen_pain_2	1								
item_cs_beast_holocron_bm_dampen_pain_3	1								
item_cs_beast_holocron_bm_dampen_pain_4	1								
item_cs_beast_holocron_bm_dampen_pain_5	1								
item_cs_beast_holocron_bm_shield_master	1								
item_cs_beast_holocron_bm_deflective_hide	1								
item_cs_beast_holocron_bm_defensive_1	1								
item_cs_beast_holocron_bm_defensive_2	1								
item_cs_beast_holocron_bm_defensive_3	1								
item_cs_beast_holocron_bm_defensive_4	1								
item_cs_beast_holocron_bm_defensive_5	1								
item_cs_beast_holocron_bm_damage_poison_1	1								
item_cs_beast_holocron_bm_damage_poison_2	1								
item_cs_beast_holocron_bm_damage_poison_3	1								
item_cs_beast_holocron_bm_damage_poison_4	1								
item_cs_beast_holocron_bm_damage_poison_5	1								
item_cs_beast_holocron_bm_paralytic_poison	1								
item_cs_beast_holocron_bm_damage_disease_1	1								
item_cs_beast_holocron_bm_damage_disease_2	1								
item_cs_beast_holocron_bm_damage_disease_3	1								
item_cs_beast_holocron_bm_damage_disease_4	1								
item_cs_beast_holocron_bm_damage_disease_5	1								
item_cs_beast_holocron_bm_enfeeble_1	1								
item_cs_beast_holocron_bm_enfeeble_2	1								
item_cs_beast_holocron_bm_enfeeble_3	1								
item_cs_beast_holocron_bm_enfeeble_4	1								
item_cs_beast_holocron_bm_enfeeble_5	1								
item_cs_beast_holocron_bm_preperation	1								
item_cs_beast_holocron_bm_stomp_1	1								
item_cs_beast_holocron_bm_stomp_2	1								
item_cs_beast_holocron_bm_stomp_3	1								
item_cs_beast_holocron_bm_stomp_4	1								
item_cs_beast_holocron_bm_stomp_5	1								
item_cs_beast_holocron_bm_shaken_1	1								
item_cs_beast_holocron_bm_shaken_2	1								
item_cs_beast_holocron_bm_shaken_3	1								
item_cs_beast_holocron_bm_wing_buffet_1	1								
item_cs_beast_holocron_bm_wing_buffet_2	1								
item_cs_beast_holocron_bm_wing_buffet_3	1								
item_cs_beast_holocron_bm_wing_buffet_4	1								
item_cs_beast_holocron_bm_wing_buffet_5	1								
item_cs_beast_holocron_bm_enrage	1								
item_cs_beast_holocron_bm_frenzy	1								
item_cs_beast_holocron_bm_provoke_1	1								
item_cs_beast_holocron_bm_provoke_2	1								
item_cs_beast_holocron_bm_provoke_3	1								
item_cs_beast_holocron_bm_provoke_4	1								
item_cs_beast_holocron_bm_provoke_5	1								
item_cs_beast_holocron_bm_spit_1	1								
item_cs_beast_holocron_bm_spit_2	1								
item_cs_beast_holocron_bm_spit_3	1								
item_cs_beast_holocron_bm_spit_4	1								
item_cs_beast_holocron_bm_spit_5	1								
item_cs_beast_holocron_bm_kick_1	1								
item_cs_beast_holocron_bm_kick_2	1								
item_cs_beast_holocron_bm_kick_3	1								
item_cs_beast_holocron_bm_kick_4	1								
item_cs_beast_holocron_bm_kick_5	1								
