spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value	radius	planet_level
giant_decay_mite_sentry		r8	-83.279	-62.2748	-90.0381		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_harvester		r9	-44.7917	-61.6688	-86.8969		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_harvester		r9	-23.3315	-61.4547	-95.8249		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_harvester		r9	-43.2782	-61.6894	-108.752		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_sentry		r9	-22.1188	-61.7939	-88.4847		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_sentry		r9	-56.7818	-60.4347	-112.771		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_sentry		r9	-27.0882	-68.8075	-129.127		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_sentry		r9	-29.0154	-72.1728	-148.648		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_royal_guardian		r9	-56.8603	-83.6129	-145.399		theme_park.dungeon.generic_death			1200	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_royal_guardian		r8	-69.877	-89.398	-141.393		theme_park.dungeon.generic_death			1200	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_royal_guardian		r8	-95.6445	-94.3046	-139.379		theme_park.dungeon.generic_death			1200	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_royal_guardian		r11	-102.516	-91.6586	-118.694		theme_park.dungeon.generic_death			1200	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_royal_guardian		r11	-93.9632	-92.8648	-107.447		theme_park.dungeon.generic_death			1200	int:ai.defaultCalmBehavior=2						1.5	1
giant_decay_mite_queen		r11	-87.273	-91.7102	-90.5553		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
