spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
panshee_warrior		world	90.44266	29.006386	8.653829	-154.25609	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_tribesman		world	92.1559	29.006386	14.639873	79.11551	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_elder		world	74.7382	29.006386	17.035667	-71.150154	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_elder_worker		world	112.642296	9.290833	69.86194	127.32821	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_warrior		world	114.92608	9.290833	72.20081	-153.88081	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_cub		world	105.02504	15.633602	80.52691	105.191574	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_veteran		world	97.14726	19.006386	67.20073	-0.6131129	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
weathered_panshee_shaman		world	96.92519	19.006386	72.46585	-172.26495	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_shaman		world	105.07971	19.290071	60.85489	-176.39215	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
panshee_warrior		world	111.97027	24.031525	72.1142	157.0628	theme_park.dungeon.generic_death			120	int:ai.defaultCalmBehavior=2					
