strQuality	strItemName	strItemType	enabled	comments
all	object/tangible/ship/components/booster/bst_cygnus_flashboost3.iff	booster		
all	object/tangible/ship/components/booster/bst_cygnus_flashboost4.iff	booster		
all	object/tangible/ship/components/booster/bst_freitek_outrunner_x1.iff	booster		
all	object/tangible/ship/components/booster/bst_incom_intimidator_mk2.iff	booster		
all	object/tangible/ship/components/booster/bst_incom_mynock.iff	booster		
all	object/tangible/ship/components/booster/bst_incom_performance_nkj31.iff	booster		
all	object/tangible/ship/components/booster/bst_koensayr_special_evh12.iff	booster		
all	object/tangible/ship/components/booster/bst_koensayr_standard.iff	booster		
all	object/tangible/ship/components/booster/bst_kse_bti1.iff	booster		
all	object/tangible/ship/components/booster/bst_kse_performance_cb6.iff	booster		
all	object/tangible/ship/components/booster/bst_mandal_enhanced_jbj_mk1.iff	booster		
all	object/tangible/ship/components/booster/bst_mandal_jbj_mk2.iff	booster		
all	object/tangible/ship/components/booster/bst_moncal_limited_jlc37.iff	booster		
all	object/tangible/ship/components/booster/bst_moncal_standard.iff	booster		
all	object/tangible/ship/components/booster/bst_qualdex_xboost_mk1.iff	booster		
all	object/tangible/ship/components/booster/bst_sap_imperial_1.iff	booster		
all	object/tangible/ship/components/booster/bst_sap_imperial_2.iff	booster		
all	object/tangible/ship/components/booster/bst_sfs_imperial_2.iff	booster		
all	object/tangible/ship/components/booster/bst_sorosuub_liberator_mk2.iff	booster		
all	object/tangible/ship/components/booster/bst_sorosuub_prized_liberator_mk1.iff	booster		
all	object/tangible/ship/components/booster/bst_subpro_accelatron_mk2.iff	booster		
all	object/tangible/ship/components/booster/bst_subpro_tuned_accelatron_mk1.iff	booster		
all	object/tangible/ship/components/booster/bst_surronian_nomad_x4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_corellian_tuned_cruiser_grade_cap1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_cygnus_cygcap_a.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_cygnus_cygcap_b.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_freitek_xd2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_incom_bjn825.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_incom_improved_rebel_mk1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_koensayr_custom_light.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_koensayr_improved_light.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_kse_limited_mk1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_kse_mk2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_mandal_special_powermaster_mk1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_moncal_charged_light.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_moncal_standard.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_novaldex_experimental_sarlacc_s1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_elite.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_standard.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_sds_imperial_1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_sds_imperial_2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_dynamo_mk2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_enhanced_dynamo_mk1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_subpro_improved_valiant_z1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_subpro_valiant_z2.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_tiefighter_elite_mk1.iff	capacitor		
all	object/tangible/ship/components/weapon_capacitor/cap_z95_deepwell_k3.iff	capacitor		
all	object/tangible/ship/components/droid_interface/ddi_armek_military_grade_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_cygnus_di6.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_haor_chall_old_tech.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_incom_deluxe_droid_interface_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kde_governor_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_koensayr_standard_droid_interface.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kse_improved_manager_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kse_manager_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_moncal_special_dk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_novaldex_special_droid_interface_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_rss_enhanced_imperial_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_rss_imperial_2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sds_imperial_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sfs_enhanced_imperial_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_subpro_jrd33.iff	droid_interface		
all	object/tangible/ship/components/engine/eng_corellian_deluxe_cruiser_grade_mk1.iff	engine		
all	object/tangible/ship/components/engine/eng_cygnus_hd_5.iff	engine		
all	object/tangible/ship/components/engine/eng_gallofree_jx3.iff	engine		
all	object/tangible/ship/components/engine/eng_koensayr_tuned_small_ionjet.iff	engine		
all	object/tangible/ship/components/engine/eng_kse_improved_a2x.iff	engine		
all	object/tangible/ship/components/engine/eng_moncal_enhanced_light.iff	engine		
all	object/tangible/ship/components/engine/eng_novaldex_eventhorizon.iff	engine		
all	object/tangible/ship/components/engine/eng_sds_limited_imperial_1.iff	engine		
all	object/tangible/ship/components/engine/eng_sfs_performance_imperial_1.iff	engine		
all	object/tangible/ship/components/engine/eng_sorosuub_tuned_l_337_ion_engine.iff	engine		
all	object/tangible/ship/components/engine/engine_surronian_a2.iff	engine		
all	object/tangible/ship/components/engine/eng_corellian_cruiser_grade_mk2.iff	engine		
all	object/tangible/ship/components/engine/eng_cygnus_hd7.iff	engine		
all	object/tangible/ship/components/engine/eng_koensayr_dual_small_ionjet.iff	engine		
all	object/tangible/ship/components/engine/eng_kse_a5x.iff	engine		
all	object/tangible/ship/components/engine/eng_moncal_standard.iff	engine		
all	object/tangible/ship/components/engine/eng_qualdex_kyromaster.iff	engine		
all	object/tangible/ship/components/engine/eng_sfs_imperial_2.iff	engine		
all	object/tangible/ship/components/engine/eng_sorosuub_u83r_ion_drive.iff	engine		
all	object/tangible/ship/components/engine/engine_seinar_ps56.iff	engine		
all	object/tangible/ship/components/engine/engine_surronian_a25.iff	engine		
all	object/tangible/ship/components/reactor/rct_mandal_dxr2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_cygnus_tuned_mk1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_freitek_performance_level1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_incom_improved_mark1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_seinar_enhanced_level1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_subpro_special_dyna2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_koensayr_charged_supernova.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kse_custom_lx11.iff	reactor		
all	object/tangible/ship/components/reactor/rct_watto_sunray_2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sfs_imperial_1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_cygnus_mk2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_incom_mark2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_koensayr_supernova_mk2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_seinar_level2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_slayn_vortex_mk1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_mandal_dxr3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kse_lx21.iff	reactor		
all	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_cygnus_special_mk1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_r4.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_r7.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x5.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_koensayr_improved_deflector_m1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kse_enhanced_military_mk1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kse_military_mk2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mandal_double_protector_mk1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_moncal_deluxe_ionweb_a.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_moncal_deluxe_ionweb_b.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_seinar_experimental_a1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_seinar_proton_screen_p1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_seinar_proton_screen_p6.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_seinar_reflector_elite.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_seinar_reflector_standard.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_unknown_holosteel_x1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_unknown_holosteel_x2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_unknown_proton_projector.iff	shield		
all	object/tangible/ship/components/weapon/wpn_awing_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_bwing_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_cygnus_destroyer_mk2.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_freitek_cannoneer_mk1.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_haor_chall_speedblaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_shredder.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_koensayr_ion_accelerator.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_koensayr_tuned_light_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_kse_double_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mandal_enhanced_mangler_mk1.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mandal_qv3_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_moncal_light_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_seinar_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_seinar_ion_cannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_seinar_linked_cannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sfs_imperial_blaster_2.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_slayn_deluxe_light_ioncannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_slayn_ioncannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_subpro_improved_light_ioncannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_subpro_tricannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_tieadvanced_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_z95_blaster.iff	weapon		
