strQuality	strItemName	strItemType	enabled	comments
all	object/tangible/ship/components/droid_interface/ddi_mission_reward_rebel_moncal_d22.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_moncal_dk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk3.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_rendili_imperator_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_rss_deluxe_imperial_2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sds_imperial_2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sds_special_imperial_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sorosuub_enhanced_rad_mk1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk2.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_subpro_improved_jrd33.iff	droid_interface		
all	object/tangible/ship/components/engine/eng_incom_fusialthrust.iff	engine		
all	object/tangible/ship/components/engine/eng_koensayr_enhanced_dual_small_ionjet.iff	engine		
all	object/tangible/ship/components/engine/eng_mandal_x57_vandal.iff	engine		
all	object/tangible/ship/components/engine/eng_moncal_charged_standard.iff	engine		
all	object/tangible/ship/components/engine/eng_rss_imperial_skyrunner.iff	engine		
all	object/tangible/ship/components/engine/eng_sfs_tuned_imperial_2.iff	engine		
all	object/tangible/ship/components/engine/engine_damorian_rx7.iff	engine		
all	object/tangible/ship/components/engine/engine_incom_e16.iff	engine		
all	object/tangible/ship/components/engine/engine_kongar_defender.iff	engine		
all	object/tangible/ship/components/engine/eng_incom_heavy_fusialthrust.iff	engine		
all	object/tangible/ship/components/engine/eng_kse_a7x.iff	engine		
all	object/tangible/ship/components/engine/eng_mandal_heavy.iff	engine		
all	object/tangible/ship/components/engine/eng_moncal_heavy.iff	engine		
all	object/tangible/ship/components/engine/eng_rendili_demon_mk1.iff	engine		
all	object/tangible/ship/components/engine/eng_sds_imperial_2.iff	engine		
all	object/tangible/ship/components/engine/eng_sfs_imperial_3.iff	engine		
all	object/tangible/ship/components/engine/engine_novaldex_singularity.iff	engine		
all	object/tangible/ship/components/engine/engine_nubian_221.iff	engine		
all	object/tangible/ship/components/engine/engine_qualdex_a10.iff	engine		
all	object/tangible/ship/components/reactor/rct_cygnus_supercharged_mk2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_freitek_improved_powerhouse_mk1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_incom_custom_mark2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_koensayr_enhanced_supernova_mk2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kse_rct_x.iff	reactor		
all	object/tangible/ship/components/reactor/rct_watto_sunray_3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sfs_imperial_2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sds_imperial_1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sfs_imperial_3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_mandal_dxr4.iff	reactor		
all	object/tangible/ship/components/reactor/rct_rendili_type5.iff	reactor		
all	object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_incom_mark3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_koensayr_supernova_mk3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_seinar_level3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_slayn_hypertron_2k.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_3.iff	reactor		
all	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s3.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_cygnus_improved_mk2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_cygnus_mk2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x12.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x7.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x9.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_rayshield_z1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m3.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kse_mk3.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks5.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks18.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks3.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mission_reward_imperial_rendili_dual_projector.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mission_reward_neutral_koensayr_ds23.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mission_reward_rebel_incom_k77.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_moncal.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_rendili.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_imperial_deluxe_standard.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_imperial_heavy.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_imperial_standard.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_modified_imperial_heavy.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_taim_standard.iff	shield		
all	object/tangible/ship/components/weapon/wpn_armek_sw4.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_hk_scorcher.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_hk_scorcher_2.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_tt13.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_tt8.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_kdy_pounder_mk1.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_koensayr_deluxe_ion_accelerator.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_koensayr_ion_accelerator_2.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mandal_qv5_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mandal_super_mangler.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mission_reward_imperial_cygnus_starblaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mission_reward_neutral_hk_military_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mission_reward_rebel_taim_ion_driver.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_rendili_fr13_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_rendili_fr9_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_rss_imperial_cannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sfs_imperial_blaster_3.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sfs_improved_imperial_blaster_2.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_subpro_advanced_cannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_subpro_modified_tricannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_subpro_tripleblaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_taim_ix4.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_taim_ix5.iff	weapon		
