id	Items	Include Items From	Category	Feature Bit Reward Exclusion Mask	Account Flags	Account Feature Id	Feature Id Blocked by Subscription Bit	Consume Account Feature Id	Account Age Days	Character Age Days	Character Objvar	Once Per Account	Announcement Message	Description	URL	Start Date yyyy	Start Date mm	Start Date dd	End Date yyyy	End Date mm	End Date dd	Buddy Points	Comments
75mo	75month_houseplant	3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo	1	0	0	0	0		2250	0		1	veteran_new:announcement_2250day	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
78mo	78month_ttgm_terminal	3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo,75mo	1	0	0	0	0		2340	0		1	veteran_new:announcement_2340day	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
81mo	81month_lockout_remover	3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo,75mo,78mo	1	0	0	0	0		2430	0		1	veteran_new:announcement_2430day	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
84mo	84month_isd_console,84month_isd_console_row	3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo,75mo,78mo,81mo	1	0	0	0	0		2520	0		1	veteran_new:announcement_2520day	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
87mo	87month_respec_reset	3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo,75mo,78mo,81mo,84mo	1	0	0	0	0		2610	0		1	veteran_new:announcement_2610day	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
90mo	90month_resource_crate	3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo,75mo,78mo,81mo,84mo,87mo	1	0	0	0	0		2700	0		1	veteran_new:announcement_2700day	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
6moJTL	sorosuub			1	16	0	0		180	0		0	veteran_new:announcement_180day_jtl	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
ROWpreorder	varactyl			1	1048576	0	0		0	0		1	veteran_new:announcement_row_preorder	veteran_new:choice_description	web.archive.org/web/20051015220442/http://starwarsgalaxies.station.sony.com/content.jsp?page=Friday%20Feature%20Sneak%20Peek:%20New%20Rideable%20Mounts%20and%20Speeder	2005	5	5					
ROWretail	barc_speeder			1	2097152	0	0		0	0		1	veteran_new:announcement_row_retail	veteran_new:choice_description	web.archive.org/web/20051015220442/http://starwarsgalaxies.station.sony.com/content.jsp?page=Friday%20Feature%20Sneak%20Peek:%20New%20Rideable%20Mounts%20and%20Speeder								
2yrAnn	holo_lambda,holo_corvette			1	0	0	0		30	30		0	veteran_new:announcement_2yrann	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2005	7	1	2005	8	15		
1yrAnnJapan	wookiee_house			0	8192	0	0		30	30		0	veteran_new:announcement_1yrann_japan	veteran_new:choice_description	web.archive.org/web/20060206134514/http://www.japan.ea.com/swg/	2017	12	15	2018	2	1		
ToOWretail	tow_retail_reward			1	4194304	0	0		0	0		1	veteran_new:announcement_tow_retail	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
ToOWpreorder	transport_skiff			1	16384	0	0		0	0		1	veteran_new:announcement_tow_preorder	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
StarterKit	instant_travel			1	65536	0	0		0	0		0	veteran_new:announcement_starter_kit	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
April2006Roadshow	painting_emperor,painting_rebel			1	131072	0	0		0	0		0	veteran_new:announcement_april_2006_roadshow	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
3yrAnn	privateer_travel			1	0	0	0		30	30		0	veteran_new:announcement_3yrann	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2006	6	19	2006	7	10		
FreeTrial2Conversion	cybernetic_xp_chip			1	262144	0	0		0	0		1	veteran_new:announcement_freetrial2_conversion	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
COAretail	walker_at_rt			1	524288	0	0		0	0		1	veteran_new:announcement_coa_retail	veteran_new:choice_description	web.archive.org/web/20051015220442/http://starwarsgalaxies.station.sony.com/content.jsp?page=Friday%20Feature%20Sneak%20Peek:%20New%20Rideable%20Mounts%20and%20Speeder								
HousePackupReward	return_painting			1	0	0	0		0	0		1	veteran_new:announcement_returning_painting	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2007	5	17	2007	6	30		
30thAnn	painting_anniversary_s30			1	0	0	0		30	30		0	veteran_new:announcement_30thann	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2007	5	21	2007	6	25		
4yrAnn2	goggles_anniversary			1	0	0	0		0	0		0	veteran_new:announcement_4yrann	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2007	6	27	2007	7	15		
Summit2007	painting_summit_s02			1	16777216	0	0		0	0		0	veteran_new:announcement_2007_summit	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards								
itvRoyal	instant_travel_royal_ship			0	33554432	0	0		0	0		0	veteran_new:announcement_itv_royal	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2018	12	15	2019	2	1		
fan_gathering_08	fan_gathering_08			0	134217728	0	0		0	0		0	veteran_new:announcement_galactic_gathering_08	veteran_new:choice_description	web.archive.org/web/20090207200717/http://starwarsgalaxies.station.sony.com/content.vm?page=Veteran%20Rewards	2016	12	15	2017	2	1		
