SHARED_TEMPLATE	PLAYER_TEMPLATE	SKILL_MOD_VALUE	AVAILABLE_AT_CREATION	SERVER_TEMPLATE	SERVER_PLAYER_TEMPLATE
object/tangible/hair/bothan/shared_hair_bothan_female_s13.iff	object/creature/player/shared_bothan_female.iff	6	0	object/tangible/hair/bothan/hair_bothan_female_s13.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s14.iff	object/creature/player/shared_bothan_female.iff	10	0	object/tangible/hair/bothan/hair_bothan_female_s14.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s15.iff	object/creature/player/shared_bothan_female.iff	1	1	object/tangible/hair/bothan/hair_bothan_female_s15.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s16.iff	object/creature/player/shared_bothan_female.iff	1	1	object/tangible/hair/bothan/hair_bothan_female_s16.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s17.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s17.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s18.iff	object/creature/player/shared_bothan_female.iff	1	1	object/tangible/hair/bothan/hair_bothan_female_s18.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s19.iff	object/creature/player/shared_bothan_female.iff	3	0	object/tangible/hair/bothan/hair_bothan_female_s19.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s20.iff	object/creature/player/shared_bothan_female.iff	6	0	object/tangible/hair/bothan/hair_bothan_female_s20.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s21.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s21.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s22.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s22.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s23.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s23.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s24.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s24.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s25.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s25.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_female_s26.iff	object/creature/player/shared_bothan_female.iff	12	0	object/tangible/hair/bothan/hair_bothan_female_s26.iff	object/creature/player/bothan_female.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s01.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s01.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s02.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s02.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s03.iff	object/creature/player/shared_bothan_male.iff	10	0	object/tangible/hair/bothan/hair_bothan_male_s03.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s04.iff	object/creature/player/shared_bothan_male.iff	3	0	object/tangible/hair/bothan/hair_bothan_male_s04.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s05.iff	object/creature/player/shared_bothan_male.iff	5	0	object/tangible/hair/bothan/hair_bothan_male_s05.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s06.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s06.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s07.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s07.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s08.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s08.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s09.iff	object/creature/player/shared_bothan_male.iff	8	0	object/tangible/hair/bothan/hair_bothan_male_s09.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s10.iff	object/creature/player/shared_bothan_male.iff	8	0	object/tangible/hair/bothan/hair_bothan_male_s10.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s11.iff	object/creature/player/shared_bothan_male.iff	6	0	object/tangible/hair/bothan/hair_bothan_male_s11.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s12.iff	object/creature/player/shared_bothan_male.iff	6	0	object/tangible/hair/bothan/hair_bothan_male_s12.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s13.iff	object/creature/player/shared_bothan_male.iff	6	0	object/tangible/hair/bothan/hair_bothan_male_s13.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s14.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s14.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s15.iff	object/creature/player/shared_bothan_male.iff	5	0	object/tangible/hair/bothan/hair_bothan_male_s15.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s17.iff	object/creature/player/shared_bothan_male.iff	10	0	object/tangible/hair/bothan/hair_bothan_male_s17.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s18.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s18.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s19.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s19.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s20.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s20.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s21.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s21.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s22.iff	object/creature/player/shared_bothan_male.iff	1	1	object/tangible/hair/bothan/hair_bothan_male_s22.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s23.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s23.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s24.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s24.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s25.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s25.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s26.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s26.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s27.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s27.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s28.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s28.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s29.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s29.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s30.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s30.iff	object/creature/player/bothan_male.iff
object/tangible/hair/bothan/shared_hair_bothan_male_s31.iff	object/creature/player/shared_bothan_male.iff	12	0	object/tangible/hair/bothan/hair_bothan_male_s31.iff	object/creature/player/bothan_male.iff
object/tangible/hair/human/shared_hair_human_female_s01.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s01.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s02.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s02.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s03.iff	object/creature/player/shared_human_female.iff	4	0	object/tangible/hair/human/hair_human_female_s03.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s04.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s04.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s05.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s05.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s06.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s06.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s07.iff	object/creature/player/shared_human_female.iff	8	0	object/tangible/hair/human/hair_human_female_s07.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s08.iff	object/creature/player/shared_human_female.iff	10	0	object/tangible/hair/human/hair_human_female_s08.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s09.iff	object/creature/player/shared_human_female.iff	6	0	object/tangible/hair/human/hair_human_female_s09.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s10.iff	object/creature/player/shared_human_female.iff	6	0	object/tangible/hair/human/hair_human_female_s10.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s11.iff	object/creature/player/shared_human_female.iff	10	0	object/tangible/hair/human/hair_human_female_s11.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s12.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s12.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s14.iff	object/creature/player/shared_human_female.iff	3	0	object/tangible/hair/human/hair_human_female_s14.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s15.iff	object/creature/player/shared_human_female.iff	2	0	object/tangible/hair/human/hair_human_female_s15.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s16.iff	object/creature/player/shared_human_female.iff	4	0	object/tangible/hair/human/hair_human_female_s16.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s17.iff	object/creature/player/shared_human_female.iff	5	0	object/tangible/hair/human/hair_human_female_s17.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s18.iff	object/creature/player/shared_human_female.iff	6	0	object/tangible/hair/human/hair_human_female_s18.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s19.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s19.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s20.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s20.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s21.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s21.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s22.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s22.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s23.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s23.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s24.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s24.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s25.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s25.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s26.iff	object/creature/player/shared_human_female.iff	8	0	object/tangible/hair/human/hair_human_female_s26.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s27.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s27.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s30.iff	object/creature/player/shared_human_female.iff	5	0	object/tangible/hair/human/hair_human_female_s30.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s31.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s31.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s32.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s32.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s34.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s34.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s35.iff	object/creature/player/shared_human_female.iff	8	0	object/tangible/hair/human/hair_human_female_s35.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s36.iff	object/creature/player/shared_human_female.iff	8	0	object/tangible/hair/human/hair_human_female_s36.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s37.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s37.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s38.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s38.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s39.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s39.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s40.iff	object/creature/player/shared_human_female.iff	1	1	object/tangible/hair/human/hair_human_female_s40.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s41.iff	object/creature/player/shared_human_female.iff	10	0	object/tangible/hair/human/hair_human_female_s41.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s42.iff	object/creature/player/shared_human_female.iff	10	0	object/tangible/hair/human/hair_human_female_s42.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s43.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s43.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s44.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s44.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s45.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s45.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s46.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s46.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s47.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s47.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s48.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s48.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s49.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s49.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s50.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s50.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s51.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s51.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s52.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s52.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s53.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s53.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s54.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s54.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s55.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s55.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s56.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s56.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s57.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s57.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s58.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s58.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s59.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s59.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s60.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s60.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s61.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s61.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s62.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s62.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s63.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s63.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s64.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s64.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s65.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s65.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s66.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s66.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s67.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s67.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s68.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s68.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s69.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s69.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s70.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s70.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s71.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s71.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s72.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s72.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s73.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s73.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s74.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s74.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s75.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s75.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s76.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s76.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_female_s77.iff	object/creature/player/shared_human_female.iff	12	0	object/tangible/hair/human/hair_human_female_s77.iff	object/creature/player/human_female.iff
object/tangible/hair/human/shared_hair_human_male_s01.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s01.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s02.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s02.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s03.iff	object/creature/player/shared_human_male.iff	5	0	object/tangible/hair/human/hair_human_male_s03.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s04.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s04.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s05.iff	object/creature/player/shared_human_male.iff	5	0	object/tangible/hair/human/hair_human_male_s05.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s06.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s06.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s07.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s07.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s08.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s08.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s09.iff	object/creature/player/shared_human_male.iff	6	0	object/tangible/hair/human/hair_human_male_s09.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s10.iff	object/creature/player/shared_human_male.iff	12	0	object/tangible/hair/human/hair_human_male_s10.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s11.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s11.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s12.iff	object/creature/player/shared_human_male.iff	6	0	object/tangible/hair/human/hair_human_male_s12.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s13.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s13.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s14.iff	object/creature/player/shared_human_male.iff	8	0	object/tangible/hair/human/hair_human_male_s14.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s15.iff	object/creature/player/shared_human_male.iff	8	0	object/tangible/hair/human/hair_human_male_s15.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s16.iff	object/creature/player/shared_human_male.iff	2	0	object/tangible/hair/human/hair_human_male_s16.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s17.iff	object/creature/player/shared_human_male.iff	8	0	object/tangible/hair/human/hair_human_male_s17.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s18.iff	object/creature/player/shared_human_male.iff	10	0	object/tangible/hair/human/hair_human_male_s18.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s19.iff	object/creature/player/shared_human_male.iff	10	0	object/tangible/hair/human/hair_human_male_s19.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s20.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s20.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s21.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s21.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s22.iff	object/creature/player/shared_human_male.iff	10	0	object/tangible/hair/human/hair_human_male_s22.iff	object/creature/player/human_male.iff
object/tangible/hair/human/shared_hair_human_male_s23.iff	object/creature/player/shared_human_male.iff	1	1	object/tangible/hair/human/hair_human_male_s23.iff	object/creature/player/human_male.iff
