NAME	PARENT	GRAPH_TYPE	GOD_ONLY	IS_TITLE	IS_PROFESSION	IS_HIDDEN	MONEY_REQUIRED	POINTS_REQUIRED	SKILLS_REQUIRED_COUNT	SKILLS_REQUIRED	PRECLUSION_SKILLS	XP_TYPE	XP_COST	XP_CAP	MISSIONS_REQUIRED	APPRENTICESHIPS_REQUIRED	STATS_REQUIRED	SPECIES_REQUIRED	JEDI_STATE_REQUIRED	SKILL_ABILITY	COMMANDS	SKILL_MODS	SCHEMATICS_GRANTED	SCHEMATICS_REVOKED	SEARCHABLE	ENDER
class_forcesensitive_phase4_05	class_forcesensitive_phase4_04	oneByFour	0	0	0	0	100	0	0	class_forcesensitive_phase4_04		combat_general	2365000	3540940		0			none			jedi_saber_assembly=5,jedi_saber_experimentation=5,expertise_stance_constitution=10,expertise_stance_glance_buff_line=1			1	0
class_forcesensitive_phase4_master	class_forcesensitive_phase4	oneByFour	0	1	0	0	100	0	0	class_forcesensitive_phase4_05		combat_general	2723800	3540940		0			none		fs_dm_7	jedi_saber_assembly=10,jedi_saber_experimentation=10,slope_move=10,expertise_focus_strength=25,expertise_focus_critical_buff_line=1,cybernetic_psychosis_resistance=2			1	0
class_bountyhunter_phase1	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_bountyhunter_phase1_novice	class_bountyhunter_phase1	oneByFour	0	0	0	0	100	0	0			combat_general	100	4810		0			none		bh_dm_1	bounty_mission_level=1,droid_find_chance=5,slope_move=25,cybernetic_psychosis_resistance=2			1	0
class_bountyhunter_phase1_02	class_bountyhunter_phase1	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase1_novice		combat_general	3700	16120		0			none		bh_dm_crit_1	droid_find_chance=5,droid_find_speed=2			1	0
class_bountyhunter_phase1_03	class_bountyhunter_phase1_02	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase1_02		combat_general	12400	30160		0			none		bh_dm_cc_1,bh_sh_0	droid_find_chance=5,droid_find_speed=2			1	0
class_bountyhunter_phase1_04	class_bountyhunter_phase1_03	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase1_03		combat_general	23200	67730		0			none		bh_dm_2,droid_flame_jet_1,droid_droideka_shield_1,droid_battery_dump_1,droid_regenerative_plating_1,droid_electrical_shock_1,droid_torturous_needle_1,droid_follow,droid_follow_other,droid_stay,droid_guard,droid_friend,droid_attack,droid_patrol,droid_patrol_point,droid_patrol_clear,droid_store,droid_transfer,droid_group,droid_trick_1,droid_trick_2,droid_trick_3,droid_trick_4	droid_find_chance=5,droid_find_speed=3			1	0
class_bountyhunter_phase1_05	class_bountyhunter_phase1_04	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase1_04		combat_general	52100	105300		0			none		bh_dm_crit_2	droid_find_chance=5,droid_find_speed=3			1	0
class_bountyhunter_phase1_master	class_bountyhunter_phase1	oneByFour	0	1	0	0	100	0	0	class_bountyhunter_phase1_05		combat_general	81000	151060		0			none		bh_dm_cc_2	droid_find_chance=5,droid_find_speed=5,slope_move=25,cybernetic_psychosis_resistance=2			1	0
class_bountyhunter_phase2	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_bountyhunter_phase2_novice	class_bountyhunter_phase2	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase1_master		combat_general	116200	205140		0			none		bh_dm_3,wear_all_armor,droid_track	droid_find_chance=10,droid_find_speed=5,droid_tracks=1,droid_track_chance=25,droid_track_speed=25			1	0
class_bountyhunter_phase2_02	class_bountyhunter_phase2	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase2_novice		combat_general	157800	267540		0			none		bh_dm_cc_3	droid_find_chance=10,droid_find_speed=5			1	0
class_bountyhunter_phase2_03	class_bountyhunter_phase2_02	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase2_02		combat_general	205800	339690		0			none		bh_dm_4	droid_find_chance=10,droid_find_speed=5,droid_tracks=1			1	0
class_bountyhunter_phase2_04	class_bountyhunter_phase2_03	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase2_03		combat_general	261300	423410		0			none		bh_sh_1	droid_find_chance=10,droid_find_speed=5,droid_track_chance=15			1	0
class_bountyhunter_phase2_05	class_bountyhunter_phase2_04	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase2_04		combat_general	325700	519610		0			none		bh_del_cc_1	droid_find_chance=10,droid_find_speed=5,droid_tracks=1,droid_track_speed=15			1	0
class_bountyhunter_phase2_master	class_bountyhunter_phase2	oneByFour	0	1	0	0	100	0	0	class_bountyhunter_phase2_05		combat_general	399700	629980		0			none		bh_dm_5	bounty_mission_level=1,droid_find_chance=10,droid_find_speed=5,cybernetic_psychosis_resistance=2			1	0
class_bountyhunter_phase3	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_bountyhunter_phase3_novice	class_bountyhunter_phase3	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase2_master		combat_general	484600	756860		0			none		bh_ae_dm_1	droid_find_chance=10,droid_find_speed=5,droid_tracks=1,droid_track_chance=15			1	0
class_bountyhunter_phase3_02	class_bountyhunter_phase3	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase3_novice		combat_general	582200	901160		0			none		bh_del_dm_cc_dot_1	droid_find_chance=10			1	0
class_bountyhunter_phase3_03	class_bountyhunter_phase3_02	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase3_02		combat_general	693200	1065610		0			none		bh_dm_6	droid_find_speed=10,droid_tracks=1,droid_track_speed=15			1	0
class_bountyhunter_phase3_04	class_bountyhunter_phase3_03	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase3_03		combat_general	819700	1252940		0			none		bh_sh_2	droid_track_chance=15			1	0
class_bountyhunter_phase3_05	class_bountyhunter_phase3_04	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase3_04		combat_general	963800	1466790		0			none		bh_del_cc_2	droid_tracks=1			1	0
class_bountyhunter_phase3_master	class_bountyhunter_phase3	oneByFour	0	1	0	0	100	0	0	class_bountyhunter_phase3_05		combat_general	1128300	1710540		0			none		bh_dm_7	droid_find_speed=10,cybernetic_psychosis_resistance=2			1	0
class_bountyhunter_phase4	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_bountyhunter_phase4_novice	class_bountyhunter_phase4	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase3_master		combat_general	1315800	1988090		0			none		bh_del_dm_cc_dot_2	droid_find_chance=10,droid_tracks=1,droid_track_chance=10,droid_track_speed=15			1	0
class_bountyhunter_phase4_02	class_bountyhunter_phase4	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase4_novice		combat_general	1529300	2304380		0			none		bh_ae_dm_2				1	0
class_bountyhunter_phase4_03	class_bountyhunter_phase4_02	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase4_02		combat_general	1772600	2664480		0			none		bh_dm_8	droid_find_speed=10,droid_tracks=1			1	0
class_bountyhunter_phase4_04	class_bountyhunter_phase4_03	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase4_03		combat_general	2049600	3074500		0			none		bh_sh_3	bounty_mission_level=1,droid_track_chance=10			1	0
class_bountyhunter_phase4_05	class_bountyhunter_phase4_04	oneByFour	0	0	0	0	100	0	0	class_bountyhunter_phase4_04		combat_general	2365000	3540940		0			none		bh_del_cc_3,bountycheck	droid_tracks=2,droid_track_speed=10			1	0
class_bountyhunter_phase4_master	class_bountyhunter_phase4	oneByFour	0	1	0	0	100	0	0	class_bountyhunter_phase4_05		combat_general	2723800	3540940		0			none		bh_del_dm_cc_dot_3,bh_conceal_1,bh_detect_camouflage_1	droid_find_chance=10,droid_find_speed=10,droid_tracks=2,droid_track_chance=10,cybernetic_psychosis_resistance=2			1	0
class_smuggler_phase1	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_smuggler_phase1_novice	class_smuggler_phase1	oneByFour	0	0	0	0	100	0	0			combat_general	100	4810		0			none		sm_fast_draw,sm_precision_strike,sm_inspect_cargo	slope_move=25,cybernetic_psychosis_resistance=2			1	0
class_smuggler_phase1_02	class_smuggler_phase1	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase1_novice		combat_general	3700	16120		0			none		sm_concussion_shot,sm_dizzy				1	0
class_smuggler_phase1_03	class_smuggler_phase1_02	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase1_02		combat_general	12400	30160		0			none		sm_ae_cover_fire,sm_sh_0,sm_ae_pin_down				1	0
class_smuggler_phase1_04	class_smuggler_phase1_03	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase1_03		combat_general	23200	67730		0			none		sm_dm_1,sm_dm_cc_1,sm_dm_cc_melee_1,sm_dm_melee_1,sm_summon_smuggler,sm_sly_lie,sm_fast_talk,droid_flame_jet_1,droid_droideka_shield_1,droid_battery_dump_1,droid_regenerative_plating_1,droid_electrical_shock_1,droid_torturous_needle_1,droid_follow,droid_follow_other,droid_stay,droid_guard,droid_friend,droid_attack,droid_patrol,droid_patrol_point,droid_patrol_clear,droid_store,droid_transfer,droid_group,droid_trick_1,droid_trick_2,droid_trick_3,droid_trick_4	expertise_half_truth=100,expertise_sly_lie_bonus=10,expertise_fast_talk_bonus=10,expertise_fake_id=50,expertise_sly_lie_rank=10,expertise_fast_talk_rank=10			1	0
class_smuggler_phase1_05	class_smuggler_phase1_04	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase1_04		combat_general	52100	105300		0			none		fence,sm_ae_dm_cc_1,sm_ae_dm_cc_melee_1				1	0
class_smuggler_phase1_master	class_smuggler_phase1	oneByFour	0	1	0	0	100	0	0	class_smuggler_phase1_05		combat_general	81000	151060		0			none		sm_dm_2,sm_dm_cc_2,sm_dm_cc_melee_2,sm_dm_melee_2	slope_move=25,expertise_innocent_cargo=100,expertise_sly_lie_bonus=10,expertise_fast_talk_bonus=10,expertise_underworld_boss_bonus=200,cybernetic_psychosis_resistance=2			1	0
class_smuggler_phase2	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_smuggler_phase2_novice	class_smuggler_phase2	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase1_master		combat_general	116200	205140		0			none		wear_all_armor,sm_ae_dm_cc_2,sm_ae_dm_cc_melee_2				1	0
class_smuggler_phase2_02	class_smuggler_phase2	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase2_novice		combat_general	157800	267540		0			none		sm_del_dm_cc_1,sm_dm_3,sm_dm_melee_3	expertise_sm_rank_range_buff=1,expertise_sm_rank_damage_buff=1			1	0
class_smuggler_phase2_03	class_smuggler_phase2_02	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase2_02		combat_general	205800	339690		0			none		sm_modify_pistol_1,sm_ae_dm_1,sm_ae_dm_melee_1,sm_dm_cc_3,sm_dm_cc_melee_3				1	0
class_smuggler_phase2_04	class_smuggler_phase2_03	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase2_03		combat_general	261300	423410		0			none		sm_sh_1,sm_ae_dm_cc_3,sm_ae_dm_cc_melee_3				1	0
class_smuggler_phase2_05	class_smuggler_phase2_04	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase2_04		combat_general	325700	519610		0			none		sm_del_dm_cc_2,sm_dm_4,sm_dm_cc_4,sm_dm_cc_melee_4,sm_dm_melee_4				1	0
class_smuggler_phase2_master	class_smuggler_phase2	oneByFour	0	1	0	0	100	0	0	class_smuggler_phase2_05		combat_general	399700	629980		0			none		sm_ae_dm_2,sm_ae_dm_melee_2,sm_dm_dot_1,sm_dm_dot_melee_1	cybernetic_psychosis_resistance=2			1	0
class_smuggler_phase3	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_smuggler_phase3_novice	class_smuggler_phase3	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase2_master		combat_general	484600	756860		0			none		sm_ae_dm_cc_4,sm_ae_dm_cc_melee_4				1	0
class_smuggler_phase3_02	class_smuggler_phase3	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase3_novice		combat_general	582200	901160		0			none		sm_del_dm_cc_3,sm_dm_cc_5,sm_dm_cc_melee_5				1	0
class_smuggler_phase3_03	class_smuggler_phase3_02	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase3_02		combat_general	693200	1065610		0			none		sm_ae_dm_3,sm_ae_dm_melee_3,sm_dm_5,sm_dm_melee_5				1	0
class_smuggler_phase3_04	class_smuggler_phase3_03	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase3_03		combat_general	819700	1252940		0			none		sm_sh_2,sm_modify_pistol_2,sm_ae_dm_cc_5,sm_ae_dm_cc_melee_5,sm_dm_dot_2,sm_dm_dot_melee_2				1	0
class_smuggler_phase3_05	class_smuggler_phase3_04	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase3_04		combat_general	963800	1466790		0			none		sm_dm_cc_6,sm_dm_cc_melee_6,				1	0
class_smuggler_phase3_master	class_smuggler_phase3	oneByFour	0	1	0	0	100	0	0	class_smuggler_phase3_05		combat_general	1128300	1710540		0			none		sm_del_dm_cc_4,sm_ae_dm_4,sm_ae_dm_melee_4,sm_dm_6,sm_dm_melee_6	cybernetic_psychosis_resistance=2			1	0
class_smuggler_phase4	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_smuggler_phase4_novice	class_smuggler_phase4	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase3_master		combat_general	1315800	1988090		0			none		sm_dm_dot_3,sm_dm_dot_melee_3				1	0
class_smuggler_phase4_02	class_smuggler_phase4	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase4_novice		combat_general	1529300	2304380		0			none		sm_ae_dm_5,sm_ae_dm_melee_5				1	0
class_smuggler_phase4_03	class_smuggler_phase4_02	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase4_02		combat_general	1772600	2664480		0			none		sm_del_dm_cc_5				1	0
class_smuggler_phase4_04	class_smuggler_phase4_03	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase4_03		combat_general	2049600	3074500		0			none		sm_sh_3,sm_dm_7,sm_dm_melee_7				1	0
class_smuggler_phase4_05	class_smuggler_phase4_04	oneByFour	0	0	0	0	100	0	0	class_smuggler_phase4_04		combat_general	2365000	3540940		0			none		sm_modify_pistol_3,sm_dm_dot_4,sm_dm_dot_melee_4				1	0
class_smuggler_phase4_master	class_smuggler_phase4	oneByFour	0	1	0	0	100	0	0	class_smuggler_phase4_05		combat_general	2723800	3540940		0			none		sm_del_dm_cc_6,sm_ae_dm_6,sm_ae_dm_melee_6,sm_disarm_trap_1,sm_buff_invis_ally_1	cybernetic_psychosis_resistance=2			1	0
class_commando_phase1	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_commando_phase1_novice	class_commando_phase1	oneByFour	0	0	0	0	100	0	0			combat_general	100	4810		0			none		co_dm_1,co_empowered_attack	slope_move=25,cybernetic_psychosis_resistance=2			1	0
class_commando_phase1_02	class_commando_phase1	oneByFour	0	0	0	0	100	0	0	class_commando_phase1_novice		combat_general	3700	16120		0			none		co_del_ae_cc_1_1				1	0
class_commando_phase1_03	class_commando_phase1_02	oneByFour	0	0	0	0	100	0	0	class_commando_phase1_02		combat_general	12400	30160		0			none		co_ae_dm_1,co_sh_0				1	0
class_commando_phase1_04	class_commando_phase1_03	oneByFour	0	0	0	0	100	0	0	class_commando_phase1_03		combat_general	23200	67730		0			none		co_dm_2,droid_flame_jet_1,droid_droideka_shield_1,droid_battery_dump_1,droid_regenerative_plating_1,droid_electrical_shock_1,droid_torturous_needle_1,droid_follow,droid_follow_other,droid_stay,droid_guard,droid_friend,droid_attack,droid_patrol,droid_patrol_point,droid_patrol_clear,droid_store,droid_transfer,droid_group,droid_trick_1,droid_trick_2,droid_trick_3,droid_trick_4				1	0
class_commando_phase1_05	class_commando_phase1_04	oneByFour	0	0	0	0	100	0	0	class_commando_phase1_04		combat_general	52100	105300		0			none		co_del_ae_cc_1_2				1	0
class_commando_phase1_master	class_commando_phase1	oneByFour	0	1	0	0	100	0	0	class_commando_phase1_05		combat_general	81000	151060		0			none		co_ae_dm_2	slope_move=25,cybernetic_psychosis_resistance=2			1	0
class_commando_phase2	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_commando_phase2_novice	class_commando_phase2	oneByFour	0	0	0	0	100	0	0	class_commando_phase1_master		combat_general	116200	205140		0			none		co_dm_3,wear_all_armor				1	0
class_commando_phase2_02	class_commando_phase2	oneByFour	0	0	0	0	100	0	0	class_commando_phase2_novice		combat_general	157800	267540		0			none		co_del_ae_cc_1_3				1	0
class_commando_phase2_03	class_commando_phase2_02	oneByFour	0	0	0	0	100	0	0	class_commando_phase2_02		combat_general	205800	339690		0			none		co_ae_dm_3				1	0
class_commando_phase2_04	class_commando_phase2_03	oneByFour	0	0	0	0	100	0	0	class_commando_phase2_03		combat_general	261300	423410		0			none		co_sh_1,co_first_aid_training				1	0
class_commando_phase2_05	class_commando_phase2_04	oneByFour	0	0	0	0	100	0	0	class_commando_phase2_04		combat_general	325700	519610		0			none		co_del_ae_dm_1				1	0
class_commando_phase2_master	class_commando_phase2	oneByFour	0	1	0	0	100	0	0	class_commando_phase2_05		combat_general	399700	629980		0			none		co_dm_4	slope_move=5,cybernetic_psychosis_resistance=2			1	0
class_commando_phase3	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_commando_phase3_novice	class_commando_phase3	oneByFour	0	0	0	0	100	0	0	class_commando_phase2_master		combat_general	484600	756860		0			none		co_fld_dm_1				1	0
class_commando_phase3_02	class_commando_phase3	oneByFour	0	0	0	0	100	0	0	class_commando_phase3_novice		combat_general	582200	901160		0			none		co_del_ae_cc_2_1				1	0
class_commando_phase3_03	class_commando_phase3_02	oneByFour	0	0	0	0	100	0	0	class_commando_phase3_02		combat_general	693200	1065610		0			none		co_dm_5				1	0
class_commando_phase3_04	class_commando_phase3_03	oneByFour	0	0	0	0	100	0	0	class_commando_phase3_03		combat_general	819700	1252940		0			none		co_sh_2,co_hw_dot,co_ae_hw_dot				1	0
class_commando_phase3_05	class_commando_phase3_04	oneByFour	0	0	0	0	100	0	0	class_commando_phase3_04		combat_general	963800	1466790		0			none		co_del_ae_dm_2				1	0
class_commando_phase3_master	class_commando_phase3	oneByFour	0	1	0	0	100	0	0	class_commando_phase3_05		combat_general	1128300	1710540		0			none		co_dm_6	slope_move=5,cybernetic_psychosis_resistance=2			1	0
class_commando_phase4	class	oneByFour	0	0	1	0	0	0	0				0	0		0			none						1	0
class_commando_phase4_novice	class_commando_phase4	oneByFour	0	0	0	0	100	0	0	class_commando_phase3_master		combat_general	1315800	1988090		0			none		co_fld_dm_2,co_double_time				1	0
class_commando_phase4_02	class_commando_phase4	oneByFour	0	0	0	0	100	0	0	class_commando_phase4_novice		combat_general	1529300	2304380		0			none		co_del_ae_cc_2_2				1	0
class_commando_phase4_03	class_commando_phase4_02	oneByFour	0	0	0	0	100	0	0	class_commando_phase4_02		combat_general	1772600	2664480		0			none		co_dm_7				1	0
class_commando_phase4_04	class_commando_phase4_03	oneByFour	0	0	0	0	100	0	0	class_commando_phase4_03		combat_general	2049600	3074500		0			none		co_sh_3				1	0
class_commando_phase4_05	class_commando_phase4_04	oneByFour	0	0	0	0	100	0	0	class_commando_phase4_04		combat_general	2365000	3540940		0			none		co_del_ae_dm_3				1	0
